assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
43327694,43316810,Cypripedium montanum,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327694,43316810,Cypripedium montanum,2.3.4,Scale Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327694,43316810,Cypripedium montanum,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327694,43316810,Cypripedium montanum,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327694,43316810,Cypripedium montanum,6.1,Recreational activities,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,Ongoing,
43327694,43316810,Cypripedium montanum,9.3.3,Herbicides and pesticides,2.1|2.3.4|2.3.7,Species mortality|Loss of pollinator|Reduced reproductive success,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327694,43316810,Cypripedium montanum,7.1.3,Trend Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327694,43316810,Cypripedium montanum,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327704,43316816,Cypripedium parviflorum,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,8.2,Problematic native species/diseases,2.1|2.2,Species mortality|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
43327704,43316816,Cypripedium parviflorum,8.2.1,Unspecified species,2.1|2.2,Species mortality|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,2.3.3,"Agro-industry grazing, ranching or farming",1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327704,43316816,Cypripedium parviflorum,11.2,Droughts,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327704,43316816,Cypripedium parviflorum,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327704,43316816,Cypripedium parviflorum,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,11.3,Temperature extremes,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327704,43316816,Cypripedium parviflorum,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,7.1.2,Supression in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
43327704,43316816,Cypripedium parviflorum,7.3,Other ecosystem modifications,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,2.3.4,Scale Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),Very Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,6.1,Recreational activities,1.2,Ecosystem degradation,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,6.3,Work & other activities,1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
43327709,43316819,Cypripedium passerinum,7.1.3,Trend Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327719,43316825,Cypripedium reginae,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327719,43316825,Cypripedium reginae,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327719,43316825,Cypripedium reginae,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327719,43316825,Cypripedium reginae,2.3.4,Scale Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327719,43316825,Cypripedium reginae,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327719,43316825,Cypripedium reginae,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
43327719,43316825,Cypripedium reginae,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327719,43316825,Cypripedium reginae,11.2,Droughts,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
43327719,43316825,Cypripedium reginae,9.1.1,Sewage,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
43327719,43316825,Cypripedium reginae,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,1.1,Housing & urban areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,1.3,Tourism & recreation areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,2.3.4,Scale Unknown/Unrecorded,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,5.2.1,Intentional use (species is the target),1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,6.1,Recreational activities,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,9.3.2,"Soil erosion, sedimentation",1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,11.1,Habitat shifting & alteration,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,6.3,Work & other activities,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,11.2,Droughts,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
43327759,43316849,Cypripedium yatabeanum,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
44340071,44340011,Hydrastis canadensis,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,Yes,Minority (<50%),"Slow, Significant Declines",,Ongoing,
44340071,44340011,Hydrastis canadensis,8.1.1,Unspecified species,2.1,Species mortality,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
44340071,44340011,Hydrastis canadensis,2.1.1,Shifting agriculture,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
44340071,44340011,Hydrastis canadensis,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
44340071,44340011,Hydrastis canadensis,1.1,Housing & urban areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
44340071,44340011,Hydrastis canadensis,7.1.2,Supression in fire frequency/intensity,1.1,Ecosystem conversion,,,,Unknown,Unknown,,Ongoing,
44340071,44340011,Hydrastis canadensis,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44340071,44340011,Hydrastis canadensis,8.2.2,Named species,1.2|2.1,Ecosystem degradation|Species mortality,Wild,Odocoileus virginianus,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
44399779,44392988,Scleria reticularis,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44399779,44392988,Scleria reticularis,2.4.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44399779,44392988,Scleria reticularis,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44399779,44392988,Scleria reticularis,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44399779,44392988,Scleria reticularis,6.1,Recreational activities,1.2,Ecosystem degradation,,,,,,,Ongoing,
44403733,44393073,Gloriosa superba,5.2.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,,,Unknown,Unknown,Unknown,,Ongoing,
44412740,44392622,Sporobolus coahuilensis,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
44412740,44392622,Sporobolus coahuilensis,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44412740,44392622,Sporobolus coahuilensis,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,,,,Ongoing,
44412740,44392622,Sporobolus coahuilensis,2.1.4,Scale Unknown/Unrecorded,1.1,Ecosystem conversion,,,,Unknown,Unknown,,Ongoing,
44419499,44392844,Carex louisianica,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44419499,44392844,Carex louisianica,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44419499,44392844,Carex louisianica,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44419499,44392844,Carex louisianica,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44419499,44392844,Carex louisianica,9.1.3,Type Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44419499,44392844,Carex louisianica,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
44419499,44392844,Carex louisianica,7.1.2,Supression in fire frequency/intensity,1.2,Ecosystem degradation,,,,,,,Ongoing,
44419499,44392844,Carex louisianica,8.1.2,Named species,1.2,Ecosystem degradation,,Unspecified POACEAE,,,,,Ongoing,
44422197,44392806,Fritillaria falcata,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44422197,44392806,Fritillaria falcata,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44422197,44392806,Fritillaria falcata,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44422197,44392806,Fritillaria falcata,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44422197,44392806,Fritillaria falcata,5.3.5,Motivation Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44422197,44392806,Fritillaria falcata,6.1,Recreational activities,1.2,Ecosystem degradation,,,,,,,Ongoing,
44422197,44392806,Fritillaria falcata,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,Sus domesticus,,,,,Ongoing,
44428926,44392456,Carex vulpina,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
44428926,44392456,Carex vulpina,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44428926,44392456,Carex vulpina,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44428926,44392456,Carex vulpina,7.2.4,Abstraction of surface water (unknown use),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44429924,44393213,Lipocarpha maculata,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44429924,44393213,Lipocarpha maculata,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
44429924,44393213,Lipocarpha maculata,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44429924,44393213,Lipocarpha maculata,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44430349,44393264,Cyperus grayi,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44430349,44393264,Cyperus grayi,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44430349,44393264,Cyperus grayi,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44430349,44393264,Cyperus grayi,7.1.2,Supression in fire frequency/intensity,1.2,Ecosystem degradation,,,,,,,Ongoing,
44430349,44393264,Cyperus grayi,8.1.2,Named species,1.2,Ecosystem degradation,,Imperata cylindrica,,,,,Ongoing,
44458510,44393060,Tillandsia ionantha,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44458510,44393060,Tillandsia ionantha,11.5,Other impacts,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44458510,44393060,Tillandsia ionantha,5.2.1,Intentional use (species is the target),1.2,Ecosystem degradation,,,Unknown,Unknown,Unknown,,Ongoing,
44458510,44393060,Tillandsia ionantha,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44458510,44393060,Tillandsia ionantha,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44458510,44393060,Tillandsia ionantha,1.1,Housing & urban areas,1.1,Ecosystem conversion,,,,Unknown,Unknown,,Ongoing,
44458510,44393060,Tillandsia ionantha,4.1,Roads & railroads,1.1,Ecosystem conversion,,,,Unknown,Unknown,,Ongoing,
44464089,44392899,Carex digitalis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44464089,44392899,Carex digitalis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44464089,44392899,Carex digitalis,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44464089,44392899,Carex digitalis,7.1.2,Supression in fire frequency/intensity,1.1,Ecosystem conversion,,,,,,,Ongoing,
44464089,44392899,Carex digitalis,8.1.2,Named species,1.2,Ecosystem degradation,,Unspecified POACEAE,,,,,Ongoing,
44464480,44393344,Carex conoidea,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,Ongoing,
44464480,44393344,Carex conoidea,7.1.2,Supression in fire frequency/intensity,1.1,Ecosystem conversion,,,,,,,Ongoing,
44464480,44393344,Carex conoidea,8.1.2,Named species,1.2,Ecosystem degradation,,Typha latifolia,,,,,Ongoing,
44465046,44392674,Carex bulbostylis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44465046,44392674,Carex bulbostylis,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44465046,44392674,Carex bulbostylis,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44465046,44392674,Carex bulbostylis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
44465046,44392674,Carex bulbostylis,8.1.2,Named species,1.2,Ecosystem degradation,,Cyperus entrerianus,,,,,Ongoing,
44465219,44392897,Carex fissa,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44465219,44392897,Carex fissa,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44465219,44392897,Carex fissa,8.1.2,Named species,1.2,Ecosystem degradation,,Imperata cylindrica,,,,,Ongoing,
44466058,44393696,Echeandia flavescens,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44466058,44393696,Echeandia flavescens,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44466658,44392936,Carex rossii,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44466658,44392936,Carex rossii,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44466658,44392936,Carex rossii,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44466658,44392936,Carex rossii,11.5,Other impacts,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
44466658,44392936,Carex rossii,9.1.3,Type Unknown/Unrecorded,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
44466658,44392936,Carex rossii,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
44466658,44392936,Carex rossii,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
44466959,44392280,Carex parryana,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
44466959,44392280,Carex parryana,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44466959,44392280,Carex parryana,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44466959,44392280,Carex parryana,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44466959,44392280,Carex parryana,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44466959,44392280,Carex parryana,9.1.3,Type Unknown/Unrecorded,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
44466959,44392280,Carex parryana,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44468013,44392761,Carex norvegica,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
44468013,44392761,Carex norvegica,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44468013,44392761,Carex norvegica,11.5,Other impacts,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
44468013,44392761,Carex norvegica,7.3,Other ecosystem modifications,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
44469615,44392649,Glyceria septentrionalis,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44469615,44392649,Glyceria septentrionalis,9.5.1,Acid rain,1.2,Ecosystem degradation,,,,,,,Ongoing,
44469615,44392649,Glyceria septentrionalis,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44469615,44392649,Glyceria septentrionalis,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
44469615,44392649,Glyceria septentrionalis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44469615,44392649,Glyceria septentrionalis,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44469615,44392649,Glyceria septentrionalis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44469615,44392649,Glyceria septentrionalis,8.2.2,Named species,2.1,Species mortality,,Oebalus pugnax,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,8.2,Problematic native species/diseases,1.2,Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44515695,44392741,Malaxis brachystachys,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44520505,44393191,Chusquea circinata,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
44520505,44393191,Chusquea circinata,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44520505,44393191,Chusquea circinata,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44520505,44393191,Chusquea circinata,9.1.3,Type Unknown/Unrecorded,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
44521191,44392289,Stipa kingii,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44521191,44392289,Stipa kingii,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44541190,44392588,Carex arapahoensis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,11.3,Temperature extremes,1.3,Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
44541190,44392588,Carex arapahoensis,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
44541190,44392588,Carex arapahoensis,8.2.2,Named species,1.2,Ecosystem degradation,Wild,Alces alces ssp. americanus_old,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,8.1.2,Named species,1.2,Ecosystem degradation,,Linaria vulgaris,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,8.1.2,Named species,1.2,Ecosystem degradation,,Melilotus officinalis,,,,,Ongoing,
44541190,44392588,Carex arapahoensis,8.1.2,Named species,1.2,Ecosystem degradation,,Melilotus albus,,,,,Ongoing,
45461549,164488,Leucojum aestivum,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
